207,Other sexual health issues
208,Other
209,Other sexual health issues
210,Sex
211,Other sexual health issues
212,Sex
213,Other
214,Other sexual health issues
215,Other sexual health issues
216,Sex
217,Other
218,Sex
219,Sex
220,Sex
221,Sex
222,Sex
223,Sex
224,Sex
225,Contraceptives
226,Sex
227,First period
228,Sex
229,Pregnancy
230,Sex
231,Sex
232,Sex
233,Sex
234,Sex
235,Sex
236,Sex
237,Sex
238,Sex
239,Other sexual health issues
240,Health during periods
241,STDs
242,Sex
243,Other sexual health issues
244,Sex
245,Love and relationship
246,Masturbation
247,Sex
248,Masturbation
249,Sex
250,Other
251,Sex
252,Love and relationship
253,Other sexual health issues
254,Masturbation
255,\N
256,Sex
257,Sex
258,Other sexual health issues
259,Sex
260,Sex
261,Pre-mature ejaculation_Nightfall
262,Contraceptives
263,Sex
264,Sex
265,Sex
266,Other sexual health issues
267,Pre-mature ejaculation_Nightfall
268,Sex
269,Sex
270,Sex
271,Other sexual health issues
272,Other sexual health issues
273,Sex
274,Sex
275,Love and relationship
276,Sex
277,Sex
278,Pregnancy
279,Pre-mature ejaculation_Nightfall
280,Other sexual health issues
281,Sex
282,Other sexual health issues
283,Sex
284,Pregnancy
285,Sex
286,Other sexual health issues
287,Sex
288,Love and relationship
289,Sex
290,Sex
291,Contraceptives
292,Other
293,Sex
294,Contraceptives
295,Pre-mature ejaculation_Nightfall
296,Sex
297,STDs
298,Masturbation
299,Other sexual health issues
300,Contraceptives
301,Sex
302,Sex
303,Love and relationship
304,Sex
305,Sex
306,Sex
307,Other sexual health issues
308,Other
309,Relationship with parents 
310,Sex
311,Sex
312,Sex
313,Masturbation
314,Sex
315,Contraceptives
316,Other sexual health issues
317,Sex
318,Other
319,Sex
320,Pregnancy
321,Other sexual health issues
322,Sex
323,Pregnancy
324,Sex
325,Sex
326,Other
327,Sex
328,Other
329,Sex
330,Sex
331,Masturbation
332,Sex
333,Pre-mature ejaculation_Nightfall
334,Pregnancy
335,Sex
336,Sex
337,Masturbation
338,Sex
339,Sex
340,Contraceptives
341,Sex
342,Masturbation
343,Other sexual health issues
344,Sex
345,Pre-mature ejaculation_Nightfall
346,Sex
347,Sex
348,Other sexual health issues
349,Contraceptives
350,Masturbation
351,Contraceptives
352,Pre-mature ejaculation_Nightfall
353,Attraction
354,Sex
355,Pre-mature ejaculation_Nightfall
356,Love and relationship
357,Pregnancy
358,Sex
359,Masturbation
360,Irregular periods
361,Other
362,Irregular periods
363,Other
364,Other
365,Sex
366,Masturbation
367,Sex
368,Sex
369,Sex
370,Male
371,White discharge
372,Sex
373,Pre-mature ejaculation_Nightfall
374,Sex
375,Masturbation
376,Other
377,Other sexual health issues
378,Sex
379,Contraceptives
380,Other sexual health issues
381,Masturbation
382,Sex
383,Love and relationship
384,Sex
385,Sex
386,Contraceptives
387,Sex
388,Sex
389,Sex
390,Other sexual health issues
391,Sex
392,Other sexual health issues
393,Sex
394,Sex
395,Sex
396,Sex
397,Other sexual health issues
398,Contraceptives
399,Sex
400,Masturbation
401,Sex
402,Other sexual health issues
403,Other sexual health issues
404,Sex
405,Sex
406,Sex
407,Other
408,Other
409,Sex
410,Contraceptives
411,Other
412,Pre-mature ejaculation_Nightfall
413,Contraceptives
414,Sex
415,Masturbation
416,Other sexual health issues
417,Attraction
418,\N
419,Other
420,\N
421,\N
422,STDs
423,Other
424,Other
425,Other
426,Sex
427,Pre-mature ejaculation_Nightfall
428,Pre-mature ejaculation_Nightfall
429,Contraceptives
430,Attraction
431,Sex
432,Sex
433,Sex
434,Love and relationship
435,Other sexual health issues
436,Other sexual health issues
437,Sex
438,Love and relationship
439,Other sexual health issues
440,Sex
441,Sex
442,Other
443,Other
444,Masturbation
445,Sex
446,Masturbation
447,Sex
448,Masturbation
449,Masturbation
450,Sex
451,White discharge
452,Other
453,Sex
454,Sex
455,Other
456,Sex
457,Other sexual health issues
458,Other
459,Sex
460,Other sexual health issues
461,Physical changes
462,Masturbation
463,Sex
464,Pre-mature ejaculation_Nightfall
465,Sex
466,Sex
467,Sex
468,Sex
469,Other sexual health issues
470,Masturbation
471,Other sexual health issues
472,STDs
473,Pregnancy
474,Other sexual health issues
475,Other
476,STDs
477,Sex
478,Other
479,Sex
480,Other sexual health issues
481,Other sexual health issues
482,Pre-mature ejaculation_Nightfall
483,Other sexual health issues
484,Pre-mature ejaculation_Nightfall
485,Love and relationship
486,Sex
487,Other sexual health issues
488,Sex
489,Sex
490,Sex
491,STDs
492,\N
493,Sex
494,Love and relationship
495,Sex
496,Sex
497,Pre-mature ejaculation_Nightfall
498,Love and relationship
499,Pre-mature ejaculation_Nightfall
500,Other sexual health issues
501,Sex
502,Other sexual health issues
503,Sex
504,Sex
505,Sex
506,Masturbation
507,Marital rape
508,Sex
509,\N
510,Other sexual health issues
511,Sex
512,Pregnancy
513,Sex
514,First period
515,Sex
516,Feedback_suggestion
517,Sex
518,Sex
519,Masturbation
520,Sex
521,Sex
522,First period
523,Pre-mature ejaculation_Nightfall
524,Other
525,Sex
526,Sex
527,Sex
528,White discharge
529,Sex
530,Masturbation
531,Sex
532,Pre-mature ejaculation_Nightfall
533,Sex
534,Other sexual health issues
535,Masturbation
536,Sex
537,Sex
538,Sex
539,STDs
540,Other sexual health issues
541,Sex
542,Sex
543,Sex
544,Sex
545,Pre-mature ejaculation_Nightfall
546,Other
547,Sex
548,White discharge
549,Other sexual health issues
550,White discharge
551,Sex
552,\N
553,Use and disposal of pads
554,Pregnancy
555,Sex
556,Love and relationship
557,Sex
558,Sex
559,Sex
560,Contraceptives
561,Pre-mature ejaculation_Nightfall
562,White discharge
563,STDs
564,Child sexual and physical abuse 
565,Sex
566,Sex
567,Sex
568,Sex
569,Pregnancy
570,Use and disposal of pads
571,Sex
572,Irregular periods
573,Sex
574,Sex
575,Sex
576,Love and relationship
577,Sex
578,Love and relationship
579,Sex
580,Sex
581,Other sexual health issues
582,Masturbation
583,Cramp and pain (stress) 
584,Pre-mature ejaculation_Nightfall
585,Pregnancy
586,Other sexual health issues
587,Sex
588,Other
589,Sex
590,Pregnancy
591,Other sexual health issues
592,Pregnancy
593,Other sexual health issues
594,Other sexual health issues
595,Attraction
596,Sex
597,Love and relationship
598,Other sexual health issues
599,Sex
600,First period
601,Sex
602,Sex
603,Sex
604,\N
605,\N
606,Pregnancy
607,Sex
608,Sex
609,Sex
610,Sex
611,Other sexual health issues
612,Other
613,Sex
614,Sex
615,Other sexual health issues
616,Sex
617,Other sexual health issues
618,Pregnancy
619,Sex
620,Pregnancy
621,\N
622,Other sexual health issues
623,Other
624,Sex
625,Sex
626,Physical changes
627,Sex
628,Sex
629,Sex
630,Other sexual health issues
631,Love and relationship
632,Other sexual health issues
633,Other sexual health issues
634,Other sexual health issues
635,\N
636,Other sexual health issues
637,Other sexual health issues
638,STDs
639,Other sexual health issues
640,Other sexual health issues
641,Other sexual health issues
642,Sex
643,White discharge
644,Masturbation
645,Sex
646,Sex
647,White discharge
648,Contraceptives
649,Sex
650,Other sexual health issues
651,Other
652,Pregnancy
653,Other
654,Sex
655,Other sexual health issues
656,Sex
657,Pre-mature ejaculation_Nightfall
658,Other sexual health issues
659,Sex
660,Sex
661,Pre-mature ejaculation_Nightfall
662,Pre-mature ejaculation_Nightfall
663,Masturbation
664,Masturbation
665,Other sexual health issues
666,Other sexual health issues
667,Other sexual health issues
668,Other sexual health issues
669,Love and relationship
670,Masturbation
671,Love and relationship
672,White discharge
673,Other sexual health issues
674,Masturbation
675,Pre-mature ejaculation_Nightfall
676,Sex
677,Other sexual health issues
678,Other sexual health issues
679,Other sexual health issues
680,Pregnancy
681,Other
682,Other sexual health issues
683,Masturbation
684,Sex
685,Sex
686,Sex
687,Physical changes
688,Other sexual health issues
689,Sex
690,Masturbation
691,Sex
692,Sex
693,Sex
694,STDs
695,White discharge
696,Sex
697,Other sexual health issues
698,Other sexual health issues
699,Other sexual health issues
700,Love and relationship
701,Other sexual health issues
702,Other sexual health issues
703,Other sexual health issues
704,Other sexual health issues
705,Masturbation
706,Sex
707,Other sexual health issues
708,Sex
709,Other
710,Sex
711,Sex
712,Other sexual health issues
713,Sex
714,Cramp and pain (stress) 
715,Other sexual health issues
716,Other
717,Other sexual health issues
718,Other sexual health issues
719,\N
720,Sex
721,Other sexual health issues
722,Love and relationship
723,Sex
724,Sex
725,Masturbation
726,Masturbation
727,Sex
728,White discharge
729,Sex
730,Sex
731,Sex
732,Sex
733,Pregnancy
734,Love and relationship
735,Love and relationship
736,Sex
737,Other
738,Other
739,Sex
740,Other
741,Other sexual health issues
742,Question
743,Sex
744,Other
745,Opinion
746,Sex
747,Domestic violence
748,Other sexual health issues
749,Masturbation
750,Masturbation
751,Question
752,Sex
753,Masturbation
754,Other
755,Other sexual health issues
756,Masturbation
757,\N
758,STDs
759,Question
760,Sex
761,Irregular periods
762,Male
763,Male
764,Sex
765,Sex
766,Sex
767,Other
768,Love and relationship
769,Other sexual health issues
770,Love and relationship
771,Sex
772,Sex
773,Sex
774,Masturbation
775,Other sexual health issues
776,Masturbation
777,Sex
778,Sex
779,Sex
780,Opinion
781,Sex
782,Attraction
783,Other sexual health issues
784,Pregnancy
785,Male
786,Love and relationship
787,Sex
788,Sex
789,Love and relationship
790,Love and relationship
791,Other sexual health issues
792,Other
793,Question
794,Other
795,Other sexual health issues
796,Sex
797,Sex
798,Sex
799,Love and relationship
800,Other sexual health issues
801,Other sexual health issues
802,Male
803,Other sexual health issues
804,Health
805,Cramp and pain (stress) 
806,\N
807,Other sexual health issues
808,First period
809,Love and relationship
810,Sex
811,Pre-mature ejaculation_Nightfall
812,Sex
813,Cramp and pain (stress) 
814,\N
815,Love and relationship
816,\N
817,Sex
818,Sex
819,Other
820,\N
821,White discharge
822,Sex
823,Sex
824,Other
825,Love and relationship
826,Other
827,Pregnancy
828,Other
829,Sex
830,Contraceptives
831,Sex
832,Sex
833,\N
834,\N
835,Masturbation
836,Other sexual health issues
837,Appreciation
838,Pregnancy
839,Sex
840,Other sexual health issues
841,Other sexual health issues
842,Pregnancy
843,Other sexual health issues
844,Love and relationship
845,Other sexual health issues
846,Other sexual health issues
847,Other
848,Other sexual health issues
849,Pre-mature ejaculation_Nightfall
850,Sex
851,Other sexual health issues
852,Male
853,Sex
854,White discharge
855,Sex
856,Other sexual health issues
857,\N
858,Sex
859,Sex
860,Other
861,Masturbation
862,Other
863,Love and relationship
864,Other sexual health issues
865,Masturbation
866,Sex
867,Irregular periods
868,Sex
869,Sex
870,Pregnancy
871,Other
872,Sex
873,Sex
874,Sex
875,Other sexual health issues
876,Sex
877,Sex
878,Other sexual health issues
879,Sex
880,Masturbation
881,Sex
882,Contraceptives
883,Other
884,\N
885,Sex
886,Sex
887,Other sexual health issues
888,Other
889,STDs
890,\N
891,Other sexual health issues
892,Feedback_suggestion
893,Sex
894,White discharge
895,Masturbation
896,Sex
897,Other sexual health issues
898,Other
899,Pre-mature ejaculation_Nightfall
900,Sex
901,Pregnancy
902,Sex
903,Other
904,Masturbation
905,Other sexual health issues
906,Other sexual health issues
907,Other sexual health issues
908,Sex
909,Sex
910,Love and relationship
911,Love and relationship
912,Pre-mature ejaculation_Nightfall
913,Sex
914,Other sexual health issues
915,Sex
916,Male
917,Other
918,Other sexual health issues
919,Sex
920,Sex
921,Sex
922,Other sexual health issues
923,Sex
924,White discharge
925,White discharge
926,Sex
927,Sex
928,Other sexual health issues
929,Sex
930,Sex
931,Masturbation
932,Masturbation
933,Other sexual health issues
934,Sex
935,Sex
936,Sex
937,Pregnancy
938,Sex
939,Other sexual health issues
940,Other sexual health issues
941,Pre-mature ejaculation_Nightfall
942,Sex
943,Sex
944,Pre-mature ejaculation_Nightfall
945,Sex
946,Other sexual health issues
947,Sex
948,Sex
949,Sex
950,Other sexual health issues
951,Sex
952,Love and relationship
953,Other sexual health issues
954,Love and relationship
955,Sex
956,Other sexual health issues
957,Other sexual health issues
958,Pregnancy
959,Sex
960,Other
961,Love and relationship
962,Love and relationship
963,Sex
964,Love and relationship
965,Sex
966,Sex
967,Other sexual health issues
968,Sex
969,Other sexual health issues
970,Sex
971,Other sexual health issues
972,Contraceptives
973,Sex
974,Sex
975,Pregnancy
976,Love and relationship
977,Love and relationship
978,Sex
979,Cramp and pain (stress) 
980,Other
981,Other sexual health issues
982,Sex
983,Masturbation
984,Contraceptives
985,Masturbation
986,Sex
987,Masturbation
988,Love and relationship
989,Pregnancy
990,Sex
991,Sex
992,Pregnancy
993,Other sexual health issues
994,Pregnancy
995,Pregnancy
996,Sex
997,Sex
998,Other sexual health issues
999,Sex
1000,Sex
1001,Contraceptives
1002,Pregnancy
1003,\N
1004,Other
1005,Sex
1006,Pregnancy
1007,Sex
1008,Other sexual health issues
1009,Other sexual health issues
1010,Other sexual health issues
1011,Sex
1012,Love and relationship
1013,Sex
1014,Masturbation
1015,Unwanted touch
1016,Masturbation
1017,STDs
1018,Sex
1019,Sex
1020,Other sexual health issues
1021,STDs
1022,Sex
1023,Sex
1024,Sex
1025,Sex
1026,Sex
1027,Contraceptives
1028,\N
1029,Masturbation
1030,Other sexual health issues
1031,Sex
1032,Sex
1033,Sex
1034,Masturbation
1035,Sex
1036,Masturbation
1037,Masturbation
1038,Other sexual health issues
1039,Other sexual health issues
1040,Other sexual health issues
1041,Other sexual health issues
1042,Sex
1043,Pregnancy
1044,Sex
1045,Other sexual health issues
1046,Pre-mature ejaculation_Nightfall
1047,Sex
1048,Other sexual health issues
1049,STDs
1050,Love and relationship
1051,Pregnancy
1052,Sex
1053,Sex
1054,Sex
1055,Love and relationship
1056,Other sexual health issues
1057,White discharge
1058,Sex
1059,Sex
1060,Other sexual health issues
1061,Sex
1062,Attraction
1063,Pre-mature ejaculation_Nightfall
1064,Sex
1065,Sex
1066,Sex
1067,Other
1068,Gender division in daily life
1069,Other sexual health issues
1070,Sex
1071,Other sexual health issues
1072,Sex
1073,Sex
1074,Sex
1075,Other sexual health issues
1076,Pre-mature ejaculation_Nightfall
1077,Masturbation
1078,Other sexual health issues
1079,Other sexual health issues
1080,Appreciation
1081,Masturbation
1082,First period
1083,Masturbation
1084,Sex
1085,Love and relationship
1086,Other sexual health issues
1087,Other sexual health issues
1088,Sex
1089,Sex
1090,Other sexual health issues
1091,STDs
1092,Other
1093,Sex
1094,Sex
1095,Other sexual health issues
1096,Love and relationship
1097,STDs
1098,Love and relationship
1099,Sex
1100,Sex
1101,Other sexual health issues
1102,Masturbation
1103,Other
1104,Sex
1105,Love and relationship
1106,Sex
1107,Other sexual health issues
1108,\N
1109,Sex
1110,Pregnancy
1111,Contraceptives
1112,Other sexual health issues
1113,Other sexual health issues
1114,Pregnancy
1115,Masturbation
1116,Sex
1117,Love and relationship
1118,Sex
1119,\N
1120,Other
1121,Other sexual health issues
1122,Sex
1123,Pregnancy
1124,Sex
1125,Sex
1126,Sex
1127,Sex
1128,Other
1129,Sex
1130,Sex
1131,Other sexual health issues
1132,Sex
1133,Sex
1134,Sex
1135,Sex
1136,Masturbation
1137,White discharge
1138,Other sexual health issues
1139,Sex
1140,Sex
1141,Male
1142,Sex
1143,Sex
1144,Other sexual health issues
1145,Pregnancy
1146,Pregnancy
1147,Sex
1148,Sex
1149,Sex
1150,Pregnancy
1151,Masturbation
1152,Other
1153,Sex
1154,Sex
1155,Contraceptives
1156,Other sexual health issues
1157,Other sexual health issues
1158,Contraceptives
1159,Sex
1160,Sex
1161,Sex
1162,Health during periods
1163,Other sexual health issues
1164,Pregnancy
1165,STDs
1166,Other sexual health issues
1167,Other sexual health issues
1168,Sex
1169,Other sexual health issues
1170,Sex
1171,Male
1172,Sex
1173,Sex
1174,Sex
1175,Irregular periods
1176,Pregnancy
1177,Sex
1178,Sex
1179,Sex
1180,Sex
1181,Sex
1182,Sex
1183,Masturbation
1184,Pregnancy
1185,Physical changes
1186,Sex
1187,Love and relationship
1188,Pregnancy
1189,Other sexual health issues
1190,Sex
1191,Sex
1192,Pregnancy
1193,Other sexual health issues
1194,Other
1195,Love and relationship
1196,First period
1197,Sex
1198,Sex
1199,Other sexual health issues
1200,Sex
1201,Sex
1202,Sex
1203,Love and relationship
1204,Sex
1205,Other
1206,Love and relationship
1207,Pregnancy
1208,Pregnancy
1209,Pregnancy
1210,Attraction
1211,STDs
1212,Sex
1213,Sex
1214,Other sexual health issues
1215,Sex
1216,Other sexual health issues
1217,Other sexual health issues
1218,Sex
1219,Sex
1220,Sex
1221,Sex
1222,First period
1223,Sex
1224,Sex
1225,Sex
1226,Pre-mature ejaculation_Nightfall
1227,Cramp and pain (stress) 
1228,Sex
1229,Other sexual health issues
1230,Attraction  of social media 
1231,Other sexual health issues
1232,Other sexual health issues
1233,Sex
1234,Sex
1235,Sex
1236,White discharge
1237,Love and relationship
1238,Other sexual health issues
1239,Physical changes
1240,Sex
1241,White discharge
1242,Sex
1243,Sex
1244,Sex
1245,Sex
1246,Sex
1247,Sex
1248,Sex
1249,White discharge
1250,Other sexual health issues
1251,Irregular periods
1252,Sex
1253,Sex
1254,Love and relationship
1255,Other
1256,Pre-mature ejaculation_Nightfall
1257,Attraction
1258,Sex
1259,Other
1260,Sex
1261,Irregular periods
1262,Sex
1263,Sex
1264,Sex
1265,Sex
1266,Love and relationship
1267,\N
1268,Pre-mature ejaculation_Nightfall
1269,Pregnancy
1270,Pregnancy
1271,Sex
1272,Pre-mature ejaculation_Nightfall
1273,Sex
1274,Sex
1275,Other sexual health issues
1276,Pre-mature ejaculation_Nightfall
1277,Sex
1278,Sex
1279,Sex
1280,Masturbation
1281,Pre-mature ejaculation_Nightfall
1282,Contraceptives
1283,Pre-mature ejaculation_Nightfall
1284,Pre-mature ejaculation_Nightfall
1285,Sex
1286,Sex
1287,Masturbation
1288,Sex
1289,Other sexual health issues
1290,Pregnancy
1291,Sex
1292,Love and relationship
1293,Love and relationship
1294,Love and relationship
1295,Contraceptives
1296,Other
1297,Sex
1298,White discharge
1299,Other
1300,Other sexual health issues
1301,Sex
1302,Masturbation
1303,White discharge
1304,Pregnancy
1305,Other
1306,Sex
1307,Other
1308,\N
1309,Sex
1310,Sex
1311,Sex
1312,Contraceptives
1313,Pregnancy
1314,Other
1315,White discharge
1316,Sex
1317,Sex
1318,Other
1319,Sex
1320,First period
1321,Sex
1322,Sex
1323,\N
1324,Other sexual health issues
1325,First period
1326,Irregular periods
1327,Pre-mature ejaculation_Nightfall
1328,Masturbation
1329,Masturbation
1330,\N
1331,\N
1332,\N
1333,Sex
1334,Sex
1335,Sex
1336,STDs
1337,Sex
1338,Sex
1339,Masturbation
1340,Masturbation
1341,Attraction
1342,Other
1343,Sex
1344,Other sexual health issues
1345,Sex
1346,Sex
1347,Sex
1348,Sex
1349,Other sexual health issues
1350,Sex
1351,Masturbation
1352,Pregnancy
1353,Other
1354,Love and relationship
1355,Sex
1356,White discharge
1357,Pregnancy
1358,Other sexual health issues
1359,Other sexual health issues
1360,Sex
1361,Love and relationship
1362,Other sexual health issues
1363,Pregnancy
1364,Sex
1365,Sex
1366,Masturbation
1367,Sex
1368,Love and relationship
1369,Sex
1370,Contraceptives
1371,Sex
1372,Pre-mature ejaculation_Nightfall
1373,Masturbation
1374,Sex
1375,Sex
1376,Other sexual health issues
1377,Sex
1378,Pregnancy
1379,Sex
1380,Masturbation
1381,Sex
1382,Cramp and pain (stress) 
1383,Sex
1384,Sex
1385,Sex
1386,Other
1387,Sex
1388,White discharge
1389,Sex
1390,Other sexual health issues
1391,Sex
1392,Puberty
1393,Other
1394,Contraceptives
1395,Masturbation
1396,Love and relationship
1397,Pre-mature ejaculation_Nightfall
1398,Masturbation
1399,STDs
1400,Sex
1401,Other sexual health issues
1402,Sex
1403,STDs
1404,Sex
1405,Other sexual health issues
1406,Sex
1407,Sex
1408,Other
1409,Other sexual health issues
1410,Sex
1411,Other
1412,Other sexual health issues
1413,Sex
1414,Other sexual health issues
1415,Sex
1416,STDs
1417,Sex
1418,Sex
1419,Pregnancy
1420,Other
1421,Pregnancy
1422,Love and relationship
1423,Other
1424,Sex
1425,Other
1426,Pregnancy
1427,Other
1428,Other sexual health issues
1429,Other sexual health issues
1430,Love and relationship
1431,Pregnancy
1432,Sex
1433,Sex
1434,Other sexual health issues
1435,First period
1436,Other
1437,Other sexual health issues
1438,Sex
1439,Love and relationship
1440,Contraceptives
1441,Other
1442,Other
1443,Sex
1444,Pregnancy
1445,Love and relationship
1446,Health during periods
1447,Sex
1448,Other sexual health issues
1449,Other sexual health issues
1450,Contraceptives
1451,White discharge
1452,Love and relationship
1453,Love and relationship
1454,Love and relationship
1455,Sex
1456,Other sexual health issues
1457,Masturbation
1458,Other
1459,Pregnancy
1460,Sex
1461,Sex
1462,Masturbation
1463,Pregnancy
1464,Pregnancy
1465,Sex
1466,Other
1467,Masturbation
1468,Sex
1469,Sex
1470,Sex
1471,Other
1472,Other
1473,Masturbation
1474,Pregnancy
1475,Health during periods
1476,Other sexual health issues
1477,Sex
1478,Other
1479,Sex
1480,Masturbation
1481,Sex
1482,White discharge
1483,Other sexual health issues
1484,White discharge
1485,Sex
1486,Love and relationship
1487,Other sexual health issues
1488,Other sexual health issues
1489,Other
1490,Sex
1491,Contraceptives
1492,Sex
1493,Other sexual health issues
1494,Sex
1495,Other sexual health issues
1496,Sex
1497,Sex
1498,Sex
1499,Sex
1500,Sex
1501,Sex
1502,Other sexual health issues
1503,Relationship with parents 
1504,Pre-mature ejaculation_Nightfall
1505,Sex
1506,Other
1507,Sex
1508,Sex
1509,Sex
1510,Sex
1511,Other sexual health issues
1512,Other sexual health issues
1513,Other sexual health issues
1514,Pre-mature ejaculation_Nightfall
1515,Sex
1516,Other
1517,STDs
1518,Sex
1519,Love and relationship
1520,Other sexual health issues
1521,Other sexual health issues
1522,Sex
1523,Other sexual health issues
1524,Other sexual health issues
1525,Other sexual health issues
1526,Other
1527,Other sexual health issues
1528,Other sexual health issues
1529,Other sexual health issues
1530,Pre-mature ejaculation_Nightfall
1531,Other sexual health issues
1532,Sex
1533,Pregnancy
1534,Sex
1535,Other sexual health issues
1536,Sex
1537,Sex
1538,Other sexual health issues
1539,Other sexual health issues
1540,Other sexual health issues
1541,Sex
1542,Contraceptives
1543,Other sexual health issues
1544,Other sexual health issues
1545,Masturbation
1546,Sex
1547,Other sexual health issues
1548,Sex
1549,Other sexual health issues
1550,Sex
1551,Sex
1552,Sex
1553,Other sexual health issues
1554,Sex
1555,Sex
1556,Sex
1557,Attraction
1558,Attraction
1559,Other sexual health issues
1560,Sex
1561,Sex
1562,Sex
1563,Other sexual health issues
1564,Sex
1565,Sex
1566,Irregular periods
1567,Attraction
1568,Pregnancy
1569,Other
1570,Sex
1571,Other sexual health issues
1572,Other sexual health issues
1573,Masturbation
1574,Other sexual health issues
1575,Masturbation
1576,Puberty
1577,Sex
1578,Other sexual health issues
1579,Other sexual health issues
1580,Other sexual health issues
1581,Other
1582,Pregnancy
1583,Sex
1584,Sex
1585,Physical changes
1586,Other sexual health issues
1587,Pregnancy
1588,Masturbation
1589,Masturbation
1590,Other sexual health issues
1591,Masturbation
1592,Sex
1593,Pregnancy
1594,Other
1595,Sex
1596,Other
1597,Sex
1598,Pregnancy
1599,Sex
1600,Other
1601,Contraceptives
1602,Sex
1603,Other sexual health issues
1604,Sex
1605,Sex
1606,Other
1607,Sex
1608,Other sexual health issues
1609,STDs
1610,\N
1611,Cramp and pain (stress) 
1612,Sex
1613,Attraction
1614,Other
1615,Pregnancy
1616,Other
1617,Sex
1618,Sex
1619,Attraction
1620,Masturbation
1621,Other
1622,Sex
1623,Sex
1624,Other sexual health issues
1625,Sex
1626,Sex
1627,Other sexual health issues
1628,Sex
1629,Sex
1630,Sex
1631,Sex
1632,Physical changes
1633,Love and relationship
1634,Sex
1635,Other
1636,Sex
1637,Sex
1638,Other sexual health issues
1639,Male
1640,Other sexual health issues
1641,Masturbation
1642,Pre-mature ejaculation_Nightfall
1643,Pregnancy
1644,Sex
1645,Sex
1646,Sex
1647,Sex
1648,Other sexual health issues
1649,Sex
1650,Sex
1651,Other sexual health issues
1652,Masturbation
1653,Pre-mature ejaculation_Nightfall
1654,Peer pressure
1655,Sex
1656,Other sexual health issues
1657,Sex
1658,Other sexual health issues
1659,Sex
1660,Sex
1661,Other sexual health issues
1662,Pre-mature ejaculation_Nightfall
1663,Other sexual health issues
1664,Masturbation
1665,Sex
1666,\N
1667,Sex
1668,Sex
1669,Love and relationship
1670,\N
1671,Sex
1672,Contraceptives
1673,\N
1674,Sex
1675,Sex
1676,Other
1677,Sex
